Year,TEAM,LEAGUE,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,TBF,NP,P/IP,GF,HLD,IBB,WP,BK,GDP,GO,AO,GO/AO,SO/9,BB/9,K/BB
2007,Detroit Tigers,AL,88,74,4.57,162,162,1,9,44,65,1447.1,1498,797,735,174,68,566,1047,1.43,.266,6345,24138,16.68,161,72,41,75,8,125,1615,1548,1.04,6.51,3.52,1.85
2007,Oakland Athletics,AL,76,86,4.28,162,162,4,9,36,61,1448.0,1468,758,689,138,43,530,1036,1.38,.263,6247,23894,16.50,158,66,60,52,4,135,1648,1522,1.08,6.44,3.29,1.95
2007,Seattle Mariners,AL,88,74,4.73,162,162,6,12,43,58,1434.1,1578,813,754,147,62,546,1020,1.48,.281,6313,24178,16.86,156,74,39,59,10,140,1567,1538,1.02,6.40,3.43,1.87
2007,Chicago White Sox,AL,72,90,4.77,162,162,9,9,42,65,1440.2,1556,839,763,174,59,499,1015,1.43,.276,6293,23651,16.42,153,74,50,45,0,138,1563,1601,0.98,6.34,3.12,2.03
2007,New York Yankees,AL,94,68,4.49,162,162,1,5,34,55,1450.2,1498,777,724,150,60,578,1009,1.43,.268,6308,23716,16.35,161,70,33,59,6,151,1545,1616,0.96,6.26,3.59,1.75
2007,Pittsburgh Pirates,NL,68,94,4.93,162,162,4,5,32,51,1447.2,1627,846,793,174,76,518,997,1.48,.288,6374,23276,16.08,158,68,55,45,3,163,1618,1537,1.05,6.20,3.22,1.92
2007,Kansas City Royals,AL,69,93,4.48,162,162,2,6,36,54,1437.1,1547,778,716,168,41,520,993,1.44,.277,6253,24035,16.72,160,74,54,56,4,138,1506,1643,0.92,6.22,3.26,1.91
2007,Texas Rangers,AL,75,87,4.75,162,162,0,6,42,57,1430.0,1525,844,755,155,70,668,976,1.53,.274,6389,24623,17.22,162,80,38,66,4,143,1681,1467,1.15,6.14,4.20,1.46
2007,Colorado Rockies,NL,90,73,4.32,163,163,4,7,39,68,1472.0,1497,758,706,164,59,504,967,1.36,.266,6293,23024,15.64,159,81,61,35,8,154,1793,1473,1.22,5.91,3.08,1.92
2007,St. Louis Cardinals,NL,78,84,4.65,162,162,2,8,34,45,1435.2,1514,829,741,168,73,509,945,1.41,.271,6283,23352,16.27,160,68,25,39,6,131,1678,1564,1.07,5.92,3.19,1.86
2007,Washington Nationals,NL,73,89,4.58,162,162,0,6,46,74,1446.2,1502,783,736,187,42,580,931,1.44,.269,6333,23997,16.59,162,97,44,52,4,134,1497,1781,0.84,5.79,3.61,1.61
2008,Chicago Cubs,NL,97,64,3.87,161,161,2,8,44,68,1450.2,1329,671,624,160,65,548,1264,1.29,.242,6194,23933,16.50,159,74,45,48,7,97,1429,1558,0.92,7.84,3.40,2.31
2008,San Francisco Giants,NL,72,90,4.38,162,162,4,12,41,60,1442.0,1416,759,701,147,70,652,1240,1.43,.258,6341,24714,17.14,158,56,59,77,7,105,1340,1623,0.83,7.74,4.07,1.90
2008,Arizona Diamondbacks,NL,82,80,3.98,162,162,6,9,39,62,1434.2,1403,706,635,147,68,451,1229,1.29,.256,6119,22976,16.01,156,68,41,59,3,114,1564,1404,1.11,7.71,2.83,2.73
2008,Cincinnati Reds,NL,74,88,4.55,162,162,2,6,34,55,1442.1,1542,800,729,201,67,557,1227,1.46,.275,6352,24790,17.19,160,58,40,52,7,130,1499,1460,1.03,7.66,3.48,2.20
2008,Los Angeles Dodgers,NL,84,78,3.68,162,162,5,11,35,55,1447.1,1381,648,591,123,48,480,1205,1.29,.251,6127,23284,16.09,157,60,58,47,4,124,1755,1257,1.40,7.49,2.98,2.51
2008,Boston Red Sox,AL,95,67,4.01,162,162,5,16,47,69,1446.1,1369,694,645,147,68,548,1185,1.33,.250,6180,23628,16.34,157,66,17,43,2,119,1521,1489,1.02,7.37,3.41,2.16
2008,Toronto Blue Jays,AL,86,76,3.49,162,162,15,13,44,56,1446.2,1330,610,561,134,67,467,1184,1.24,.244,6067,22958,15.87,147,72,42,51,4,111,1645,1372,1.20,7.37,2.91,2.54
2008,New York Mets,NL,89,73,4.07,162,162,5,12,43,72,1464.1,1415,715,662,163,70,590,1181,1.37,.254,6338,24633,16.82,157,99,53,55,4,112,1524,1558,0.98,7.26,3.63,2.00
2008,Chicago White Sox,AL,89,74,4.06,163,163,4,10,34,52,1457.2,1471,729,658,156,48,460,1147,1.32,.261,6218,23344,16.01,159,74,42,54,3,136,1643,1449,1.13,7.08,2.84,2.49
2008,Tampa Bay Rays,AL,97,65,3.82,162,162,7,12,52,68,1457.2,1349,671,618,166,46,526,1143,1.29,.246,6145,23772,16.31,155,80,29,52,3,132,1397,1684,0.83,7.06,3.25,2.17
2008,New York Yankees,AL,89,73,4.28,162,162,1,11,42,51,1441.2,1478,727,685,143,51,489,1141,1.36,.266,6175,23556,16.34,161,78,37,55,5,111,1558,1457,1.07,7.12,3.05,2.33
2008,Florida Marlins,NL,84,77,4.43,161,161,2,8,36,60,1435.1,1421,767,707,161,58,586,1127,1.40,.258,6271,23977,16.70,159,86,66,59,4,100,1478,1600,0.92,7.07,3.67,1.92
2008,Milwaukee Brewers,NL,90,72,3.85,162,162,12,10,45,71,1455.2,1415,689,623,175,42,528,1110,1.33,.256,6209,23403,16.08,150,68,32,53,5,131,1663,1451,1.15,6.86,3.26,2.10
2008,Los Angeles Angels,AL,100,62,3.99,162,162,7,10,66,89,1451.1,1455,697,644,160,63,457,1106,1.32,.261,6161,23413,16.13,155,74,32,50,2,141,1577,1502,1.05,6.86,2.83,2.42
2008,San Diego Padres,NL,63,99,4.41,162,162,3,6,30,56,1458.1,1466,764,714,165,38,561,1100,1.39,.263,6286,23930,16.41,159,55,61,43,4,123,1542,1579,0.98,6.79,3.46,1.96
2008,Houston Astros,NL,86,75,4.36,161,161,4,13,48,65,1425.1,1453,743,691,197,50,492,1095,1.36,.264,6125,22972,16.12,157,79,53,22,9,120,1540,1495,1.03,6.91,3.11,2.23
2008,Kansas City Royals,AL,75,87,4.48,162,162,2,8,44,60,1445.2,1473,781,720,159,41,515,1085,1.38,.264,6214,24076,16.65,160,59,15,68,5,133,1485,1614,0.92,6.75,3.21,2.11
2008,Philadelphia Phillies,NL,92,70,3.88,162,162,4,11,47,62,1449.2,1444,680,625,160,57,533,1081,1.36,.260,6229,23499,16.21,158,79,64,34,3,127,1641,1471,1.12,6.71,3.31,2.03
2008,Atlanta Braves,NL,72,90,4.46,162,162,2,7,26,44,1440.2,1439,778,714,156,42,586,1076,1.41,.263,6244,23901,16.59,160,76,80,42,5,129,1775,1326,1.34,6.72,3.66,1.84
2008,Washington Nationals,NL,59,102,4.66,161,161,2,8,28,56,1434.0,1496,825,742,190,51,588,1063,1.45,.270,6310,24443,17.05,159,66,44,59,8,119,1535,1576,0.97,6.67,3.69,1.81
2008,Oakland Athletics,AL,75,86,4.01,161,161,4,7,33,52,1435.0,1364,690,640,135,54,576,1061,1.35,.253,6112,23440,16.33,157,66,45,30,4,142,1435,1621,0.89,6.65,3.61,1.84
2008,Colorado Rockies,NL,74,88,4.77,162,162,3,8,36,59,1446.0,1547,822,766,148,53,562,1041,1.46,.276,6338,23682,16.38,159,59,49,61,7,142,1766,1369,1.29,6.48,3.50,1.85
2008,Seattle Mariners,AL,61,101,4.73,162,162,4,4,36,67,1435.1,1544,811,754,161,53,626,1016,1.51,.276,6368,24392,16.99,158,58,37,60,5,139,1602,1527,1.05,6.37,3.93,1.62
2008,Minnesota Twins,AL,88,75,4.16,163,163,5,10,42,65,1459.0,1568,745,675,183,31,406,995,1.35,.274,6221,22898,15.69,158,75,38,45,4,143,1539,1682,0.91,6.14,2.50,2.45
2008,Detroit Tigers,AL,74,88,4.90,162,162,1,2,34,62,1445.0,1541,857,786,172,68,644,991,1.51,.274,6411,24269,16.80,161,61,63,65,7,151,1547,1620,0.95,6.17,4.01,1.54
2008,Cleveland Indians,AL,81,81,4.45,162,162,10,13,31,51,1437.0,1530,761,711,170,51,444,986,1.37,.273,6164,22857,15.91,152,51,28,44,5,160,1623,1529,1.06,6.18,2.78,2.22
2008,Pittsburgh Pirates,NL,67,95,5.08,162,162,3,7,34,56,1455.0,1631,884,822,176,49,657,963,1.57,.286,6528,24375,16.75,159,64,31,64,9,157,1711,1516,1.13,5.96,4.06,1.47
2008,Texas Rangers,AL,79,83,5.37,162,162,6,8,36,64,1442.0,1647,967,860,176,72,625,963,1.58,.288,6506,24986,17.33,156,73,44,62,9,160,1590,1608,0.99,6.01,3.90,1.54
2008,St. Louis Cardinals,NL,86,76,4.19,162,162,2,7,42,73,1454.0,1517,725,677,163,51,496,957,1.38,.270,6264,23685,16.29,160,106,21,50,2,134,1736,1507,1.15,5.92,3.07,1.93
2008,Baltimore Orioles,AL,68,93,5.13,161,161,4,4,35,59,1422.0,1538,869,810,184,80,687,922,1.56,.277,6414,24336,17.11,157,56,44,72,7,141,1598,1588,1.01,5.84,4.35,1.34
2009,San Francisco Giants,NL,88,74,3.55,162,162,11,18,41,58,1446.0,1268,611,571,140,41,584,1302,1.28,.236,6103,23713,16.40,151,70,49,71,3,112,1464,1442,1.02,8.10,3.63,2.23
2009,Chicago Cubs,NL,83,78,3.84,161,161,3,8,40,58,1445.1,1329,672,616,160,59,586,1272,1.32,.246,6177,24101,16.68,158,77,46,60,6,118,1475,1456,1.01,7.92,3.65,2.17
2009,Los Angeles Dodgers,NL,95,67,3.41,162,162,1,9,44,70,1473.1,1265,611,558,127,57,584,1272,1.25,.233,6182,24299,16.49,161,77,68,76,2,110,1518,1486,1.02,7.77,3.57,2.18
2009,New York Yankees,AL,103,59,4.26,162,162,3,8,51,66,1450.0,1386,753,687,181,71,574,1260,1.35,.251,6247,24302,16.76,159,74,28,66,5,110,1460,1494,0.98,7.82,3.56,2.20
2009,Florida Marlins,NL,87,75,4.29,162,162,5,5,45,69,1446.1,1425,766,690,160,45,601,1248,1.40,.257,6299,24273,16.78,157,93,60,59,5,114,1500,1480,1.01,7.77,3.74,2.08
2009,Atlanta Braves,NL,86,76,3.57,162,162,3,10,38,60,1462.2,1399,641,581,119,49,530,1232,1.32,.254,6208,23488,16.06,159,71,59,40,6,138,1654,1342,1.23,7.58,3.26,2.32
2009,Boston Red Sox,AL,95,67,4.35,162,162,8,11,41,59,1436.2,1494,736,695,167,68,530,1230,1.41,.267,6283,24614,17.13,154,72,24,42,5,96,1424,1537,0.93,7.71,3.32,2.32
2009,San Diego Padres,NL,75,87,4.37,162,162,2,9,45,68,1450.2,1422,769,704,167,45,603,1187,1.40,.258,6273,24501,16.89,160,92,58,52,8,118,1518,1498,1.01,7.36,3.74,1.97
2009,Toronto Blue Jays,AL,75,87,4.47,162,162,10,10,25,41,1451.0,1509,771,720,181,58,551,1181,1.42,.270,6281,23754,16.37,152,50,26,43,4,143,1613,1369,1.18,7.33,3.42,2.14
2009,Arizona Diamondbacks,NL,70,92,4.42,162,162,4,12,36,55,1447.2,1470,782,711,168,53,525,1158,1.38,.263,6267,23866,16.49,158,46,27,79,2,115,1546,1515,1.02,7.20,3.26,2.21
2009,Colorado Rockies,NL,92,70,4.22,162,162,5,7,45,61,1438.1,1427,715,675,141,46,528,1154,1.36,.261,6171,23140,16.09,157,73,51,48,5,119,1723,1293,1.33,7.22,3.30,2.19
2009,Kansas City Royals,AL,65,97,4.83,162,162,10,9,34,56,1426.0,1486,842,765,166,51,600,1153,1.46,.269,6265,24333,17.06,152,50,28,89,6,130,1493,1482,1.01,7.28,3.79,1.92
2009,Philadelphia Phillies,NL,93,69,4.16,162,162,8,9,44,66,1455.2,1479,709,673,189,75,489,1153,1.35,.265,6263,24147,16.59,154,82,31,28,2,107,1497,1568,0.95,7.13,3.02,2.36
2009,Houston Astros,NL,74,88,4.54,162,162,5,10,39,65,1430.0,1521,770,722,176,50,546,1144,1.45,.275,6237,23857,16.68,157,84,56,43,4,142,1619,1357,1.19,7.20,3.44,2.10
2009,Tampa Bay Rays,AL,84,78,4.33,162,162,3,5,41,63,1427.1,1421,754,686,183,46,515,1125,1.36,.257,6146,23688,16.60,159,79,22,46,5,114,1460,1578,0.93,7.09,3.25,2.18
2009,Oakland Athletics,AL,75,87,4.26,162,162,2,10,38,50,1447.1,1486,761,685,156,36,523,1124,1.39,.265,6243,24263,16.76,160,68,30,43,2,129,1539,1535,1.00,6.99,3.25,2.15
2009,Chicago White Sox,AL,79,83,4.14,162,162,4,11,36,54,1439.2,1438,732,663,169,41,507,1119,1.35,.261,6155,23395,16.25,158,55,41,55,5,131,1578,1471,1.07,7.00,3.17,2.21
2009,Milwaukee Brewers,NL,80,82,4.83,162,162,1,8,44,66,1435.0,1498,818,770,207,65,607,1104,1.47,.268,6352,24223,16.88,161,91,60,61,1,135,1558,1520,1.03,6.92,3.81,1.82
2009,Detroit Tigers,AL,86,77,4.29,163,163,4,9,42,66,1447.0,1449,745,690,182,41,594,1102,1.41,.263,6240,24302,16.79,159,67,42,48,6,140,1525,1528,1.00,6.85,3.69,1.86
2009,Cincinnati Reds,NL,78,84,4.18,162,162,6,12,41,53,1458.1,1420,723,677,188,65,577,1069,1.37,.258,6253,24082,16.51,156,81,36,45,1,134,1521,1601,0.95,6.60,3.56,1.85
2009,Los Angeles Angels,AL,97,65,4.45,162,162,9,13,51,70,1445.0,1513,761,715,180,58,523,1062,1.41,.272,6252,23765,16.45,153,79,35,67,2,155,1528,1565,0.98,6.61,3.26,2.03
2009,Minnesota Twins,AL,87,76,4.50,163,163,4,7,48,64,1453.0,1542,765,726,185,58,466,1052,1.38,.272,6274,23637,16.27,159,82,20,43,3,114,1480,1676,0.88,6.52,2.89,2.26
2009,St. Louis Cardinals,NL,91,71,3.66,162,162,8,11,43,58,1440.2,1407,640,586,123,53,460,1049,1.30,.258,6087,22343,15.51,154,75,23,43,5,147,1803,1315,1.37,6.55,2.87,2.28
2009,Seattle Mariners,AL,85,77,3.87,162,162,4,10,49,77,1452.2,1359,692,625,172,43,534,1043,1.30,.247,6159,23770,16.36,158,82,13,61,5,128,1488,1690,0.88,6.46,3.31,1.95
2009,New York Mets,NL,70,92,4.45,162,162,3,12,39,60,1426.0,1452,757,705,158,55,616,1031,1.45,.264,6284,23917,16.77,159,75,60,41,10,116,1548,1580,0.98,6.51,3.89,1.67
2009,Texas Rangers,AL,87,75,4.38,162,162,8,11,45,58,1434.2,1432,740,698,171,70,531,1016,1.37,.260,6172,24028,16.75,154,78,14,45,8,136,1542,1581,0.98,6.37,3.33,1.91
2009,Cleveland Indians,AL,65,97,5.06,162,162,5,6,25,43,1434.0,1570,865,806,183,45,598,986,1.51,.280,6354,24124,16.82,157,49,31,49,7,149,1580,1575,1.00,6.19,3.75,1.65
2009,Baltimore Orioles,AL,64,98,5.15,162,162,2,3,31,53,1429.0,1633,876,817,218,51,546,933,1.52,.288,6359,24345,17.04,160,61,45,31,7,132,1581,1615,0.98,5.88,3.44,1.71
2009,Pittsburgh Pirates,NL,62,99,4.59,161,161,5,7,28,45,1418.1,1491,768,723,152,47,563,919,1.45,.276,6144,22887,16.14,156,63,37,52,3,138,1590,1533,1.04,5.83,3.57,1.63
2009,Washington Nationals,NL,59,103,5.00,162,162,6,3,33,58,1424.1,1533,874,791,173,48,629,911,1.52,.276,6349,23878,16.76,156,62,59,74,5,126,1691,1537,1.10,5.76,3.97,1.45
2010,San Francisco Giants,NL,92,70,3.36,162,162,6,17,57,73,1461.0,1279,583,546,134,51,578,1331,1.27,.236,6159,23802,16.29,156,65,58,74,4,91,1395,1524,0.92,8.20,3.56,2.30
2010,San Diego Padres,NL,90,72,3.39,162,162,2,20,49,64,1456.1,1305,581,549,139,28,517,1295,1.25,.240,6058,23697,16.27,160,111,51,29,5,116,1551,1362,1.14,8.00,3.20,2.50
2010,Los Angeles Dodgers,NL,80,82,4.01,162,162,4,16,41,59,1441.2,1323,692,643,134,58,539,1274,1.29,.244,6141,23717,16.45,158,70,75,58,8,101,1553,1394,1.11,7.95,3.36,2.36
2010,Chicago Cubs,NL,75,87,4.18,162,162,1,14,40,54,1436.2,1409,767,668,154,65,605,1268,1.40,.255,6298,24183,16.83,161,69,42,46,6,119,1499,1451,1.03,7.94,3.79,2.10
2010,Milwaukee Brewers,NL,77,85,4.58,162,162,3,7,35,56,1439.0,1487,804,733,173,48,582,1258,1.44,.267,6324,24574,17.08,159,86,42,71,3,112,1457,1491,0.98,7.87,3.64,2.16
2010,Atlanta Braves,NL,91,71,3.56,162,162,2,9,41,58,1439.1,1326,629,569,126,49,505,1241,1.27,.246,6052,23238,16.14,160,77,64,42,3,139,1700,1230,1.38,7.76,3.16,2.46
2010,Colorado Rockies,NL,83,79,4.14,162,162,6,12,35,56,1442.0,1405,717,663,139,56,525,1234,1.34,.257,6143,23476,16.28,156,84,54,77,12,155,1615,1308,1.23,7.70,3.28,2.35
2010,Houston Astros,NL,76,86,4.09,162,162,4,11,45,60,1439.1,1446,729,654,140,40,548,1210,1.39,.261,6221,23886,16.60,158,82,39,57,9,113,1527,1448,1.05,7.57,3.43,2.21
2010,Boston Red Sox,AL,89,73,4.20,162,162,3,9,44,66,1456.2,1402,744,679,152,53,580,1207,1.36,.253,6267,24271,16.66,159,68,30,58,3,115,1540,1485,1.04,7.46,3.58,2.08
2010,Tampa Bay Rays,AL,96,66,3.78,162,162,6,12,51,67,1453.2,1347,649,611,175,46,478,1189,1.26,.244,6103,23294,16.02,156,82,34,60,9,114,1419,1623,0.87,7.36,2.96,2.49
2010,Toronto Blue Jays,AL,85,77,4.22,162,162,5,11,45,61,1440.2,1407,728,676,150,60,539,1184,1.35,.255,6165,23688,16.44,157,69,35,69,3,148,1593,1382,1.15,7.40,3.37,2.20
2010,Philadelphia Phillies,NL,97,65,3.67,162,162,14,21,40,59,1456.1,1402,640,594,168,57,416,1183,1.25,.254,6095,23211,15.94,148,61,42,26,5,132,1645,1392,1.18,7.31,2.57,2.84
2010,Texas Rangers,AL,90,72,3.93,162,162,7,8,46,66,1455.1,1355,687,636,162,63,551,1181,1.31,.246,6213,24226,16.65,155,82,24,56,4,119,1442,1621,0.89,7.30,3.41,2.14
2010,Florida Marlins,NL,80,82,4.08,162,162,5,17,39,64,1438.1,1433,717,652,134,51,549,1168,1.38,.261,6217,23825,16.56,157,86,42,49,4,103,1499,1516,0.99,7.31,3.44,2.13
2010,New York Yankees,AL,95,67,4.06,162,162,3,8,39,57,1442.1,1349,693,651,179,62,540,1154,1.31,.249,6102,23606,16.37,159,76,37,69,6,137,1469,1527,0.96,7.20,3.37,2.14
2010,Chicago White Sox,AL,88,74,4.09,162,162,6,11,43,57,1446.1,1471,704,658,136,34,490,1149,1.36,.264,6180,23477,16.23,156,57,41,59,9,140,1541,1494,1.03,7.15,3.05,2.34
2010,Cincinnati Reds,NL,91,71,4.01,162,162,4,9,43,63,1453.0,1404,685,648,158,50,524,1130,1.33,.254,6182,24077,16.57,158,73,32,48,6,121,1491,1583,0.94,7.00,3.25,2.16
2010,Los Angeles Angels,AL,80,82,4.04,162,162,10,9,39,56,1449.1,1422,702,651,148,46,565,1130,1.37,.256,6252,24330,16.79,152,63,33,80,6,96,1532,1555,0.99,7.02,3.51,2.00
2010,New York Mets,NL,79,83,3.70,162,162,8,19,36,52,1453.0,1438,652,597,135,52,545,1106,1.36,.260,6245,24176,16.64,154,63,55,48,5,136,1604,1498,1.07,6.85,3.38,2.03
2010,St. Louis Cardinals,NL,86,76,3.57,162,162,7,16,32,42,1453.2,1412,641,577,133,48,477,1094,1.30,.256,6137,22974,15.80,155,59,32,42,4,151,1777,1329,1.34,6.77,2.95,2.29
2010,Arizona Diamondbacks,NL,65,97,4.81,162,162,3,3,35,59,1432.0,1503,836,765,210,58,548,1070,1.43,.271,6260,23753,16.59,159,48,38,82,4,125,1497,1584,0.95,6.72,3.44,1.95
2010,Oakland Athletics,AL,81,81,3.56,162,162,7,17,38,51,1431.2,1315,626,566,153,38,512,1070,1.28,.245,6011,23184,16.19,155,65,29,42,8,132,1649,1426,1.16,6.73,3.22,2.09
2010,Washington Nationals,NL,69,93,4.13,162,162,2,5,37,57,1435.0,1469,742,658,151,46,512,1068,1.38,.266,6214,23503,16.38,160,72,57,33,7,126,1636,1483,1.10,6.70,3.21,2.09
2010,Detroit Tigers,AL,81,81,4.30,162,162,6,5,32,45,1444.1,1445,743,690,142,65,537,1056,1.37,.262,6198,23747,16.44,156,60,29,75,9,147,1546,1547,1.00,6.58,3.35,1.97
2010,Minnesota Twins,AL,94,68,3.95,162,162,9,13,40,58,1452.2,1493,671,638,155,47,383,1048,1.29,.266,6106,22573,15.54,153,76,19,41,4,123,1626,1508,1.08,6.49,2.37,2.74
2010,Kansas City Royals,AL,67,95,4.97,162,162,7,3,44,65,1436.2,1553,845,794,176,47,551,1035,1.46,.276,6333,24156,16.81,155,65,28,55,7,109,1546,1599,0.97,6.48,3.45,1.88
2010,Pittsburgh Pirates,NL,57,105,5.00,162,162,1,6,31,48,1411.2,1567,866,784,167,66,538,1026,1.49,.282,6300,23509,16.65,161,67,40,56,10,102,1593,1510,1.05,6.54,3.43,1.91
2010,Baltimore Orioles,AL,66,96,4.59,162,162,3,7,35,62,1436.1,1508,785,733,186,59,520,1007,1.41,.270,6262,23882,16.63,159,71,45,45,5,115,1534,1633,0.94,6.31,3.26,1.94
